16:47:24.912289;(0.0, 0.0, 0.0);(0.0, 0.0)
16:47:24.956706;(0.0, 0.0, 0.0);(0.0, 0.0)
16:47:24.998961;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.034297;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.074217;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.111571;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.157479;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.198394;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.235952;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.275018;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.317194;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.354902;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.395561;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.435424;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.482113;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.514329;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.554431;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.594753;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.635542;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.675369;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.714091;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
16:47:25.755224;(1043.6812503695944, 2088.52934854497, 0.7270102794705384);(0.06298971901912864, 0.11362791702208597)
