inf,0,0,0
inf,0,210,0
inf,0,424,0
inf,0,637,0
inf,0,851,0
inf,0,1064,0
inf,0,1277,0
inf,0,1491,0
inf,0,1704,0
inf,0,1916,0
inf,0,2130,0
inf,0,2342,0
inf,0,2555,0
inf,0,2768,0
inf,0,2982,0
inf,0,3194,0
inf,0,3407,0
inf,0,3621,0
inf,0,3834,0
inf,0,4047,0
inf,0,4260,0
inf,0,4473,0
inf,0,4686,0
inf,0,4899,0
inf,0,5112,0
inf,0,5325,0
inf,0,5538,0
inf,0,5752,0
inf,0,5966,0
inf,0,6178,0
inf,0,6391,0
inf,0,6604,0
inf,0,6818,0
inf,0,7030,0
inf,0,7242,0
inf,0,7455,0
inf,0,7669,0
inf,0,7880,0
inf,0,8093,0
inf,0,8306,0
inf,0,8519,0
inf,0,8732,0
inf,0,8946,0
inf,0,9158,0
inf,0,9371,0
inf,0,9584,0
inf,0,9797,0
inf,0,10011,0
inf,0,10224,0
inf,0,10437,0
inf,0,10649,0
inf,0,10860,0
inf,0,11070,0
inf,0,11283,0
inf,0,11496,0
inf,0,11709,0
inf,0,11922,0
inf,0,12134,0
inf,0,12347,0
inf,0,12560,0
inf,0,12774,0
inf,0,12980,0
inf,0,13189,0
inf,0,13415,0
inf,0,13620,0
inf,0,13827,0
inf,0,14034,0
inf,0,14245,0
inf,0,14453,0
inf,0,14666,0
inf,0,14875,0
inf,0,15088,0
inf,0,15298,0
inf,0,15510,0
inf,0,15724,0
inf,0,15936,0
inf,0,16149,0
inf,0,16363,0
inf,0,16577,0
inf,0,16785,0
inf,0,17000,0
inf,0,17213,0
inf,0,17426,0
inf,0,17639,0
inf,0,17852,0
inf,0,18060,0
inf,0,18273,0
inf,0,18487,0
inf,0,18701,0
inf,0,18913,0
inf,0,19127,0
inf,0,19335,0
inf,0,19548,0
inf,0,19759,0
inf,0,19967,0
inf,0,20178,0
inf,0,20386,0
inf,0,20596,0
inf,0,20803,0
inf,0,21015,0
inf,0,21227,0
inf,0,21441,0
inf,0,21653,0
inf,0,21861,0
inf,0,22069,0
inf,0,22275,0
inf,0,22483,0
inf,0,22691,0
inf,0,22896,0
inf,0,23104,0
inf,0,23319,0
inf,0,23527,0
inf,0,23737,0
inf,0,23942,0
inf,0,24156,0
inf,0,24364,0
inf,0,24570,0
inf,0,24784,0
inf,0,24992,0
inf,0,25196,0
inf,0,25402,0
inf,0,25608,0
inf,0,25815,0
inf,0,26028,0
inf,0,26234,0
inf,0,26440,0
inf,0,26645,0
inf,0,26850,0
inf,0,27057,0
inf,0,27267,0
inf,0,27478,0
inf,0,27683,0
inf,0,27888,0
inf,0,28098,0
inf,0,28312,0
inf,0,28522,0
inf,0,28729,0
inf,0,28936,0
inf,0,29144,0
inf,0,29355,0
inf,0,29568,0
inf,0,29775,0
inf,0,29981,0
inf,0,30186,0
inf,0,30398,0
inf,0,30608,0
inf,0,30821,0
inf,0,31030,0
inf,0,31242,0
inf,0,31461,0
inf,0,31674,0
inf,0,31886,0
inf,0,32092,0
inf,0,32303,0
inf,0,32516,0
inf,0,32723,0
inf,0,32937,0
inf,0,33143,0
inf,0,33356,0
inf,0,33564,0
inf,0,33773,0
inf,0,33987,0
inf,0,34192,0
inf,0,34403,0
inf,0,34616,0
inf,0,34826,0
inf,0,35042,0
inf,0,35255,0
inf,0,35464,0
inf,0,35675,0
inf,0,35882,0
inf,0,36087,0
inf,0,36296,0
inf,0,36501,0
inf,0,36713,0
inf,0,36921,0
inf,0,37133,0
inf,0,37343,0
inf,0,37548,0
inf,0,37753,0
inf,0,37959,0
inf,0,38164,0
inf,0,38370,0
inf,0,38575,0
inf,0,38781,0
inf,0,38987,0
inf,0,39196,0
inf,0,39404,0
inf,0,39613,0
inf,0,39818,0
inf,0,40023,0
inf,0,40230,0
inf,0,40441,0
inf,0,40650,0
inf,0,40859,0
inf,0,41069,0
inf,0,41278,0
inf,0,41500,0
inf,0,41708,0
inf,0,41918,0
inf,0,42127,0
inf,0,42336,0
inf,0,42544,0
inf,0,42751,0
inf,0,42958,0
inf,0,43162,0
inf,0,43371,0
inf,0,43577,0
inf,0,43784,0
inf,0,43990,0
inf,0,44194,0
inf,0,44403,0
inf,0,44615,0
inf,0,44821,0
inf,0,45030,0
inf,0,45236,0
inf,0,45441,0
inf,0,45647,0
inf,0,45856,0
inf,0,46065,0
inf,0,46274,0
inf,0,46483,0
inf,0,46692,0
inf,0,46901,0
inf,0,47109,0
inf,0,47318,0
inf,0,47527,0
inf,0,47740,0
inf,0,47950,0
inf,0,48158,0
inf,0,48367,0
inf,0,48595,0
inf,0,48801,0
inf,0,49007,0
inf,0,49216,0
inf,0,49425,0
inf,0,49634,0
inf,0,49843,0
inf,0,50052,0
inf,0,50283,0
inf,0,50493,0
inf,0,50705,0
inf,0,50911,0
inf,0,51121,0
inf,0,51345,0
inf,0,51553,0
inf,0,51762,0
inf,0,51972,0
inf,0,52176,0
inf,0,52385,0
inf,0,52591,0
inf,0,52799,0
inf,0,53007,0
inf,0,53218,0
inf,0,53424,0
inf,0,53634,0
inf,0,53843,0
inf,0,54049,0
inf,0,54258,0
inf,0,54463,0
inf,0,54669,0
inf,0,54877,0
inf,0,55082,0
inf,0,55291,0
inf,0,55500,0
inf,0,55708,0
inf,0,55917,0
inf,0,56123,0
inf,0,56332,0
inf,0,56538,0
inf,0,56744,0
inf,0,56950,0
inf,0,57155,0
inf,0,57368,0
inf,0,57574,0
inf,0,57779,0
inf,0,57987,0
inf,0,58195,0
inf,0,58404,0
inf,0,58612,0
inf,0,58822,0
inf,0,59028,0
inf,0,59249,0
inf,0,59464,0
inf,0,59670,0
inf,0,59876,0
inf,0,60082,0
inf,0,60287,0
inf,0,60495,0
inf,0,60713,0
inf,0,60919,0
inf,0,61132,0
inf,0,61350,0
inf,0,61555,0
inf,0,61775,0
inf,0,61989,0
inf,0,62199,0
inf,0,62405,0
inf,0,62617,0
inf,0,62826,0
inf,0,63032,0
inf,0,63245,0
inf,0,63455,0
inf,0,63673,0
inf,0,63882,0
inf,0,64096,0
inf,0,64303,0
inf,0,64508,0
inf,0,64718,0
inf,0,64927,0
inf,0,65132,0
inf,0,65338,0
inf,0,65546,0
inf,0,65759,0
inf,0,65966,0
inf,0,66173,0
inf,0,66386,0
inf,0,66596,0
inf,0,66809,0
inf,0,67020,0
inf,0,67231,0
inf,0,67436,0
inf,0,67643,0
inf,0,67849,0
inf,0,68062,0
inf,0,68271,0
inf,0,68476,0
inf,0,68681,0
inf,0,68887,0
inf,0,69092,0
inf,0,69303,0
inf,0,69511,0
inf,0,69720,0
inf,0,69927,0
inf,0,70136,0
inf,0,70347,0
inf,0,70558,0
inf,0,70769,0
inf,0,70978,0
inf,0,71183,0
inf,0,71389,0
inf,0,71595,0
inf,0,71803,0
inf,0,72009,0
inf,0,72220,0
inf,0,72433,0
inf,0,72639,0
inf,0,72844,0
inf,0,73053,0
inf,0,73262,0
inf,0,73471,0
inf,0,73676,0
inf,0,73882,0
inf,0,74090,0
inf,0,74299,0
inf,0,74508,0
inf,0,74719,0
inf,0,74928,0
inf,0,75138,0
inf,0,75350,0
inf,0,75562,0
inf,0,75771,0
inf,0,75982,0
inf,0,76188,0
inf,0,76397,0
inf,0,76606,0
inf,0,76814,0
inf,0,77023,0
inf,0,77229,0
inf,0,77436,0
inf,0,77642,0
inf,0,77850,0
inf,0,78055,0
inf,0,78264,0
inf,0,78473,0
inf,0,78682,0
inf,0,78891,0
inf,0,79100,0
inf,0,79309,0
inf,0,79519,0
inf,0,79728,0
inf,0,79934,0
inf,0,80140,0
inf,0,80345,0
inf,0,80550,0
inf,0,80756,0
inf,0,80973,0
inf,0,81178,0
inf,0,81383,0
inf,0,81589,0
inf,0,81797,0
inf,0,82003,0
inf,0,82208,0
inf,0,82414,0
inf,0,82620,0
inf,0,82826,0
inf,0,83035,0
inf,0,83244,0
inf,0,83451,0
inf,0,83657,0
inf,0,83863,0
inf,0,84069,0
inf,0,84274,0
inf,0,84484,0
inf,0,84693,0
inf,0,84902,0
inf,0,85114,0
inf,0,85323,0
inf,0,85533,0
inf,0,85739,0
inf,0,85944,0
inf,0,86155,0
inf,0,86362,0
inf,0,86571,0
inf,0,86781,0
inf,0,86991,0
inf,0,87196,0
inf,0,87405,0
inf,0,87615,0
inf,0,87825,0
inf,0,88030,0
inf,0,88236,0
inf,0,88445,0
inf,0,88651,0
inf,0,88856,0
inf,0,89064,0
inf,0,89270,0
inf,0,89475,0
inf,0,89681,0
inf,0,89886,0
inf,0,90093,0
inf,0,90302,0
inf,0,90510,0
inf,0,90716,0
inf,0,90921,0
inf,0,91130,0
inf,0,91339,0
inf,0,91549,0
inf,0,91757,0
inf,0,91963,0
inf,0,92168,0
inf,0,92373,0
inf,0,92582,0
inf,0,92788,0
inf,0,93001,0
inf,0,93215,0
inf,0,93423,0
inf,0,93631,0
inf,0,93836,0
inf,0,94042,0
inf,0,94248,0
inf,0,94453,0
inf,0,94664,0
inf,0,94869,0
inf,0,95075,0
inf,0,95284,0
inf,0,95491,0
inf,0,95696,0
