2,-74,18.4528285414,4.32809935643,-39.9993583009,2.68756855724
2,-74,18.4528285414,4.19345875689,-39.9993575013,2.68655619131
2,-74,18.4528285414,4.19331303844,-39.9993572343,2.6862181751
2,-73,18.4528285414,4.19326439711,-39.9993415148,2.66631634961
2,-78,18.4528285414,4.19041126632,-39.9993944314,2.7333119744
2,-74,18.4528285414,4.20010028065,-39.9993881454,2.72535350499
2,-75,18.4528285414,4.19893672992,-39.9993925633,2.73094692272
2,-75,18.4528285414,4.19975414909,-39.9993958771,2.73514242204
2,-80,18.4528285414,4.20036837718,-39.999433102,2.78227151077
2,-79,18.4528285414,4.20733294063,-39.9994566472,2.81208109478
2,-79,18.4528285414,4.21179951985,-39.9994759123,2.83647198363
2,-72,18.4528285414,4.21548958583,-39.9994555851,2.81073643024
2,-72,18.4528285414,4.21159701416,-39.9994383845,2.78895943292
2,-83,18.4528285414,4.20833089725,-39.9994726468,2.83233760496
2,-81,18.4528285414,4.21486185796,-39.9994940252,2.85940405596
2,-78,18.4528285414,4.21898801529,-39.9995010369,2.86828127098
2,-82,18.4528285414,4.22034985245,-39.9995218998,2.8946950836
2,-80,18.4528285414,4.22442691355,-39.9995335146,2.90940008609
2,-75,18.4191601836,4.22014549256,-39.9995006974,2.90187814226
2,-73,18.4191601836,4.21900863865,-39.9994367312,2.88721661303
2,-74,18.4191601836,4.21680117871,-39.9993952443,2.87770752114
2,-72,18.4191601836,4.21537545444,-39.9993262242,2.86188760258
2,-75,18.3913726563,4.19288098053,-39.9992936389,2.85780339906
2,-80,18.2608842844,4.08189211304,-39.9996283383,2.87073277607
2,-80,18.2608842844,4.08263478776,-39.999936433,2.88263441667
2,-83,18.2608842844,4.08332139172,-40.000455808,2.90269777569
2,-82,18.2419268299,4.08605591611,-40.0009088417,2.91840048897
2,-83,18.2419268299,4.08698950725,-40.001410723,2.9357963183
2,-83,18.22777809,4.09010356229,-40.0019174787,2.95201954851
2,-82,18.22777809,4.09110213954,-40.0023088154,2.96454776875
2,-78,18.1801821386,4.08190994663,-40.0023750734,2.96620989234
2,-76,18.1801821386,4.08200182076,-40.0022415696,2.96286086488
