17:17:52.693279;(0.0, 0.0, 0.0);(0.0, 0.0)
17:17:52.735476;(0.0, 0.0, 0.0);(0.0, 0.0)
17:17:52.778082;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:52.812671;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:52.856687;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:52.893747;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:52.935963;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:52.975732;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.014867;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.054689;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.093489;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.134595;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.176194;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.214104;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.256161;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.295917;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.334015;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.374833;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.412486;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
17:17:53.456423;(574.3074656805975, -318.8046724863195, 0.8241675509050448);(0.044867103869364655, 0.03156079933447131)
