17:11:24.024023;(0.0, 0.0, 0.0);(0.0, 0.0)
17:11:24.067272;(0.0, 0.0, 0.0);(0.0, 0.0)
17:11:24.108929;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.146723;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.185751;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.226580;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.266399;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.309823;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.344124;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.385852;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.429318;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.467958;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.504763;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.545460;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.588526;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.627582;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.664709;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.704078;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.749214;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.791519;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.825038;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.866460;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.907679;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.947501;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:24.983686;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.028045;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.068049;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.106947;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.146890;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.186381;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.229721;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.268336;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.305774;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.346576;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.387715;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.427110;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.465967;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.505568;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.549376;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.585994;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.624331;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.670023;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.706041;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.748170;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.786553;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.825922;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.866994;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.906251;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.947116;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:25.989524;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.028268;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.067441;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.105148;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.146991;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.189127;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.224811;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.267325;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.303767;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.348111;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.388115;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.425185;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.469288;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.513340;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.548133;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.587473;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.628604;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.667580;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.707001;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.746013;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.787812;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.827474;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.868753;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.905877;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.948122;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:26.988675;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.027814;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.067045;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.107001;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.148740;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.186699;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.225732;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.266457;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.306563;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.347394;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.386180;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.426278;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.469443;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.506462;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.547302;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.587017;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.626797;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.668154;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
17:11:27.704575;(1038.7266050107983, 2097.8978158582995, 0.4567296458230193);(0.03203243997450045, 0.04507885823377933)
